#ID,Year,Month,Day,TimeStamp,Label
3269,2006,12,13,2006-12-13,06Dec13
3270,2006,12,14,2006-12-14,06Dec14
3271,2006,12,15,2006-12-15,06Dec15
3272,2006,12,16,2006-12-16,06Dec16
3273,2006,12,17,2006-12-17,06Dec17
3274,2006,12,18,2006-12-18,06Dec18
3275,2006,12,19,2006-12-19,06Dec19
3276,2006,12,20,2006-12-20,06Dec20
3277,2006,12,21,2006-12-21,06Dec21
3278,2006,12,22,2006-12-22,06Dec22
3279,2006,12,23,2006-12-23,06Dec23
3280,2006,12,24,2006-12-24,06Dec24
3281,2006,12,25,2006-12-25,06Dec25
3282,2006,12,26,2006-12-26,06Dec26
3283,2006,12,27,2006-12-27,06Dec27
3284,2006,12,28,2006-12-28,06Dec28
3285,2006,12,29,2006-12-29,06Dec29
3286,2006,12,30,2006-12-30,06Dec30
3287,2006,12,31,2006-12-31,06Dec31
3288,2007,01,01,2007-01-01,07Jan01
3289,2007,01,02,2007-01-02,07Jan02
3290,2007,01,03,2007-01-03,07Jan03
3291,2007,01,04,2007-01-04,07Jan04
3292,2007,01,05,2007-01-05,07Jan05
3293,2007,01,06,2007-01-06,07Jan06
3294,2007,01,07,2007-01-07,07Jan07
3295,2007,01,08,2007-01-08,07Jan08
3296,2007,01,09,2007-01-09,07Jan09
3297,2007,01,10,2007-01-10,07Jan10
3298,2007,01,11,2007-01-11,07Jan11
3299,2007,01,12,2007-01-12,07Jan12
3300,2007,01,13,2007-01-13,07Jan13
3301,2007,01,14,2007-01-14,07Jan14
3302,2007,01,15,2007-01-15,07Jan15
3303,2007,01,16,2007-01-16,07Jan16
3304,2007,01,17,2007-01-17,07Jan17
3305,2007,01,18,2007-01-18,07Jan18
3306,2007,01,19,2007-01-19,07Jan19
3307,2007,01,20,2007-01-20,07Jan20
3308,2007,01,21,2007-01-21,07Jan21
3309,2007,01,22,2007-01-22,07Jan22
3310,2007,01,23,2007-01-23,07Jan23
3311,2007,01,24,2007-01-24,07Jan24
3312,2007,01,25,2007-01-25,07Jan25
3313,2007,01,26,2007-01-26,07Jan26
3314,2007,01,27,2007-01-27,07Jan27
3315,2007,01,28,2007-01-28,07Jan28
3316,2007,01,29,2007-01-29,07Jan29
3317,2007,01,30,2007-01-30,07Jan30
3318,2007,01,31,2007-01-31,07Jan31
3319,2007,02,01,2007-02-01,07Feb01
3320,2007,02,02,2007-02-02,07Feb02
3321,2007,02,03,2007-02-03,07Feb03
3322,2007,02,04,2007-02-04,07Feb04
3323,2007,02,05,2007-02-05,07Feb05
3324,2007,02,06,2007-02-06,07Feb06
3325,2007,02,07,2007-02-07,07Feb07
3326,2007,02,08,2007-02-08,07Feb08
3327,2007,02,09,2007-02-09,07Feb09
3328,2007,02,10,2007-02-10,07Feb10
3329,2007,02,11,2007-02-11,07Feb11
3330,2007,02,12,2007-02-12,07Feb12
3331,2007,02,13,2007-02-13,07Feb13
3332,2007,02,14,2007-02-14,07Feb14
3333,2007,02,15,2007-02-15,07Feb15
3334,2007,02,16,2007-02-16,07Feb16
3335,2007,02,17,2007-02-17,07Feb17
3336,2007,02,18,2007-02-18,07Feb18
3337,2007,02,19,2007-02-19,07Feb19
3338,2007,02,20,2007-02-20,07Feb20
3339,2007,02,21,2007-02-21,07Feb21
3340,2007,02,22,2007-02-22,07Feb22
3341,2007,02,23,2007-02-23,07Feb23
3342,2007,02,24,2007-02-24,07Feb24
3343,2007,02,25,2007-02-25,07Feb25
3344,2007,02,26,2007-02-26,07Feb26
3345,2007,02,27,2007-02-27,07Feb27
3346,2007,02,28,2007-02-28,07Feb28
3347,2007,03,01,2007-03-01,07Mar01
3348,2007,03,02,2007-03-02,07Mar02
3349,2007,03,03,2007-03-03,07Mar03
3350,2007,03,04,2007-03-04,07Mar04
3351,2007,03,05,2007-03-05,07Mar05
3352,2007,03,06,2007-03-06,07Mar06
3353,2007,03,07,2007-03-07,07Mar07
3354,2007,03,08,2007-03-08,07Mar08
3355,2007,03,09,2007-03-09,07Mar09
3356,2007,03,10,2007-03-10,07Mar10
3357,2007,03,11,2007-03-11,07Mar11
3358,2007,03,12,2007-03-12,07Mar12
3359,2007,03,13,2007-03-13,07Mar13
3360,2007,03,14,2007-03-14,07Mar14
3361,2007,03,15,2007-03-15,07Mar15
3362,2007,03,16,2007-03-16,07Mar16
3363,2007,03,17,2007-03-17,07Mar17
3364,2007,03,18,2007-03-18,07Mar18
3365,2007,03,19,2007-03-19,07Mar19
3366,2007,03,20,2007-03-20,07Mar20
3367,2007,03,21,2007-03-21,07Mar21
3368,2007,03,22,2007-03-22,07Mar22
3369,2007,03,23,2007-03-23,07Mar23
3370,2007,03,24,2007-03-24,07Mar24
3371,2007,03,25,2007-03-25,07Mar25
3372,2007,03,26,2007-03-26,07Mar26
3373,2007,03,27,2007-03-27,07Mar27
3374,2007,03,28,2007-03-28,07Mar28
3375,2007,03,29,2007-03-29,07Mar29
3376,2007,03,30,2007-03-30,07Mar30
3377,2007,03,31,2007-03-31,07Mar31
3378,2007,04,01,2007-04-01,07Apr01
3379,2007,04,02,2007-04-02,07Apr02
3380,2007,04,03,2007-04-03,07Apr03
3381,2007,04,04,2007-04-04,07Apr04
3382,2007,04,05,2007-04-05,07Apr05
3383,2007,04,06,2007-04-06,07Apr06
3384,2007,04,07,2007-04-07,07Apr07
3385,2007,04,08,2007-04-08,07Apr08
3386,2007,04,09,2007-04-09,07Apr09
3387,2007,04,10,2007-04-10,07Apr10
3388,2007,04,11,2007-04-11,07Apr11
3389,2007,04,12,2007-04-12,07Apr12
3390,2007,04,13,2007-04-13,07Apr13
3391,2007,04,14,2007-04-14,07Apr14
3392,2007,04,15,2007-04-15,07Apr15
3393,2007,04,16,2007-04-16,07Apr16
3394,2007,04,17,2007-04-17,07Apr17
3395,2007,04,18,2007-04-18,07Apr18
3396,2007,04,19,2007-04-19,07Apr19
3397,2007,04,20,2007-04-20,07Apr20
3398,2007,04,21,2007-04-21,07Apr21
3399,2007,04,22,2007-04-22,07Apr22
3400,2007,04,23,2007-04-23,07Apr23
3401,2007,04,24,2007-04-24,07Apr24
3402,2007,04,25,2007-04-25,07Apr25
3403,2007,04,26,2007-04-26,07Apr26
3404,2007,04,27,2007-04-27,07Apr27
3405,2007,04,28,2007-04-28,07Apr28
3406,2007,04,29,2007-04-29,07Apr29
3407,2007,04,30,2007-04-30,07Apr30
3408,2007,05,01,2007-05-01,07May01
3409,2007,05,02,2007-05-02,07May02
3410,2007,05,03,2007-05-03,07May03
3411,2007,05,04,2007-05-04,07May04
3412,2007,05,05,2007-05-05,07May05
3413,2007,05,06,2007-05-06,07May06
3414,2007,05,07,2007-05-07,07May07
3415,2007,05,08,2007-05-08,07May08
3416,2007,05,09,2007-05-09,07May09
3417,2007,05,10,2007-05-10,07May10
3418,2007,05,11,2007-05-11,07May11
3419,2007,05,12,2007-05-12,07May12
3420,2007,05,13,2007-05-13,07May13
3421,2007,05,14,2007-05-14,07May14
3422,2007,05,15,2007-05-15,07May15
3423,2007,05,16,2007-05-16,07May16
3424,2007,05,17,2007-05-17,07May17
3425,2007,05,18,2007-05-18,07May18
3426,2007,05,19,2007-05-19,07May19
3427,2007,05,20,2007-05-20,07May20
3428,2007,05,21,2007-05-21,07May21
3429,2007,05,22,2007-05-22,07May22
3430,2007,05,23,2007-05-23,07May23
3431,2007,05,24,2007-05-24,07May24
3432,2007,05,25,2007-05-25,07May25
3433,2007,05,26,2007-05-26,07May26
3434,2007,05,27,2007-05-27,07May27
3435,2007,05,28,2007-05-28,07May28
3436,2007,05,29,2007-05-29,07May29
3437,2007,05,30,2007-05-30,07May30
3438,2007,05,31,2007-05-31,07May31
3439,2007,06,01,2007-06-01,07Jun01
3440,2007,06,02,2007-06-02,07Jun02
3441,2007,06,03,2007-06-03,07Jun03
3442,2007,06,04,2007-06-04,07Jun04
3443,2007,06,05,2007-06-05,07Jun05
3444,2007,06,06,2007-06-06,07Jun06
3445,2007,06,07,2007-06-07,07Jun07
3446,2007,06,08,2007-06-08,07Jun08
3447,2007,06,09,2007-06-09,07Jun09
3448,2007,06,10,2007-06-10,07Jun10
3449,2007,06,11,2007-06-11,07Jun11
3450,2007,06,12,2007-06-12,07Jun12
3451,2007,06,13,2007-06-13,07Jun13
3452,2007,06,14,2007-06-14,07Jun14
3453,2007,06,15,2007-06-15,07Jun15
3454,2007,06,16,2007-06-16,07Jun16
3455,2007,06,17,2007-06-17,07Jun17
3456,2007,06,18,2007-06-18,07Jun18
3457,2007,06,19,2007-06-19,07Jun19
3458,2007,06,20,2007-06-20,07Jun20
3459,2007,06,21,2007-06-21,07Jun21
3460,2007,06,22,2007-06-22,07Jun22
3461,2007,06,23,2007-06-23,07Jun23
3462,2007,06,24,2007-06-24,07Jun24
3463,2007,06,25,2007-06-25,07Jun25
3464,2007,06,26,2007-06-26,07Jun26
3465,2007,06,27,2007-06-27,07Jun27
3466,2007,06,28,2007-06-28,07Jun28
3467,2007,06,29,2007-06-29,07Jun29
3468,2007,06,30,2007-06-30,07Jun30
3469,2007,07,01,2007-07-01,07Jul01
3470,2007,07,02,2007-07-02,07Jul02
3471,2007,07,03,2007-07-03,07Jul03
3472,2007,07,04,2007-07-04,07Jul04
3473,2007,07,05,2007-07-05,07Jul05
3474,2007,07,06,2007-07-06,07Jul06
3475,2007,07,07,2007-07-07,07Jul07
3476,2007,07,08,2007-07-08,07Jul08
3477,2007,07,09,2007-07-09,07Jul09
3478,2007,07,10,2007-07-10,07Jul10
3479,2007,07,11,2007-07-11,07Jul11
3480,2007,07,12,2007-07-12,07Jul12
3481,2007,07,13,2007-07-13,07Jul13
3482,2007,07,14,2007-07-14,07Jul14
3483,2007,07,15,2007-07-15,07Jul15
3484,2007,07,16,2007-07-16,07Jul16
3485,2007,07,17,2007-07-17,07Jul17
3486,2007,07,18,2007-07-18,07Jul18
3487,2007,07,19,2007-07-19,07Jul19
3488,2007,07,20,2007-07-20,07Jul20
3489,2007,07,21,2007-07-21,07Jul21
3490,2007,07,22,2007-07-22,07Jul22
3491,2007,07,23,2007-07-23,07Jul23
3492,2007,07,24,2007-07-24,07Jul24
3493,2007,07,25,2007-07-25,07Jul25
3494,2007,07,26,2007-07-26,07Jul26
3495,2007,07,27,2007-07-27,07Jul27
3496,2007,07,28,2007-07-28,07Jul28
3497,2007,07,29,2007-07-29,07Jul29
3498,2007,07,30,2007-07-30,07Jul30
3499,2007,07,31,2007-07-31,07Jul31
3500,2007,08,01,2007-08-01,07Aug01
3501,2007,08,02,2007-08-02,07Aug02
3502,2007,08,03,2007-08-03,07Aug03
3503,2007,08,04,2007-08-04,07Aug04
3504,2007,08,05,2007-08-05,07Aug05
3505,2007,08,06,2007-08-06,07Aug06
3506,2007,08,07,2007-08-07,07Aug07
3507,2007,08,08,2007-08-08,07Aug08
3508,2007,08,09,2007-08-09,07Aug09
3509,2007,08,10,2007-08-10,07Aug10
3510,2007,08,11,2007-08-11,07Aug11
3511,2007,08,12,2007-08-12,07Aug12
3512,2007,08,13,2007-08-13,07Aug13
3513,2007,08,14,2007-08-14,07Aug14
3514,2007,08,15,2007-08-15,07Aug15
3515,2007,08,16,2007-08-16,07Aug16
3516,2007,08,17,2007-08-17,07Aug17
3517,2007,08,18,2007-08-18,07Aug18
3518,2007,08,19,2007-08-19,07Aug19
3519,2007,08,20,2007-08-20,07Aug20
3520,2007,08,21,2007-08-21,07Aug21
3521,2007,08,22,2007-08-22,07Aug22
3522,2007,08,23,2007-08-23,07Aug23
3523,2007,08,24,2007-08-24,07Aug24
3524,2007,08,25,2007-08-25,07Aug25
3525,2007,08,26,2007-08-26,07Aug26
3526,2007,08,27,2007-08-27,07Aug27
3527,2007,08,28,2007-08-28,07Aug28
3528,2007,08,29,2007-08-29,07Aug29
3529,2007,08,30,2007-08-30,07Aug30
3530,2007,08,31,2007-08-31,07Aug31
3531,2007,09,01,2007-09-01,07Sep01
3532,2007,09,02,2007-09-02,07Sep02
3533,2007,09,03,2007-09-03,07Sep03
3534,2007,09,04,2007-09-04,07Sep04
3535,2007,09,05,2007-09-05,07Sep05
3536,2007,09,06,2007-09-06,07Sep06
3537,2007,09,07,2007-09-07,07Sep07
3538,2007,09,08,2007-09-08,07Sep08
3539,2007,09,09,2007-09-09,07Sep09
3540,2007,09,10,2007-09-10,07Sep10
3541,2007,09,11,2007-09-11,07Sep11
3542,2007,09,12,2007-09-12,07Sep12
3543,2007,09,13,2007-09-13,07Sep13
3544,2007,09,14,2007-09-14,07Sep14
3545,2007,09,15,2007-09-15,07Sep15
3546,2007,09,16,2007-09-16,07Sep16
3547,2007,09,17,2007-09-17,07Sep17
3548,2007,09,18,2007-09-18,07Sep18
3549,2007,09,19,2007-09-19,07Sep19
3550,2007,09,20,2007-09-20,07Sep20
3551,2007,09,21,2007-09-21,07Sep21
3552,2007,09,22,2007-09-22,07Sep22
3553,2007,09,23,2007-09-23,07Sep23
3554,2007,09,24,2007-09-24,07Sep24
3555,2007,09,25,2007-09-25,07Sep25
3556,2007,09,26,2007-09-26,07Sep26
3557,2007,09,27,2007-09-27,07Sep27
3558,2007,09,28,2007-09-28,07Sep28
3559,2007,09,29,2007-09-29,07Sep29
3560,2007,09,30,2007-09-30,07Sep30
3561,2007,10,01,2007-10-01,07Oct01
3562,2007,10,02,2007-10-02,07Oct02
3563,2007,10,03,2007-10-03,07Oct03
3564,2007,10,04,2007-10-04,07Oct04
3565,2007,10,05,2007-10-05,07Oct05
3566,2007,10,06,2007-10-06,07Oct06
3567,2007,10,07,2007-10-07,07Oct07
3568,2007,10,08,2007-10-08,07Oct08
3569,2007,10,09,2007-10-09,07Oct09
3570,2007,10,10,2007-10-10,07Oct10
3571,2007,10,11,2007-10-11,07Oct11
3572,2007,10,12,2007-10-12,07Oct12
3573,2007,10,13,2007-10-13,07Oct13
3574,2007,10,14,2007-10-14,07Oct14
3575,2007,10,15,2007-10-15,07Oct15
3576,2007,10,16,2007-10-16,07Oct16
3577,2007,10,17,2007-10-17,07Oct17
3578,2007,10,18,2007-10-18,07Oct18
3579,2007,10,19,2007-10-19,07Oct19
3580,2007,10,20,2007-10-20,07Oct20
3581,2007,10,21,2007-10-21,07Oct21
3582,2007,10,22,2007-10-22,07Oct22
3583,2007,10,23,2007-10-23,07Oct23
3584,2007,10,24,2007-10-24,07Oct24
3585,2007,10,25,2007-10-25,07Oct25
3586,2007,10,26,2007-10-26,07Oct26
3587,2007,10,27,2007-10-27,07Oct27
3588,2007,10,28,2007-10-28,07Oct28
3589,2007,10,29,2007-10-29,07Oct29
3590,2007,10,30,2007-10-30,07Oct30
3591,2007,10,31,2007-10-31,07Oct31
3592,2007,11,01,2007-11-01,07Nov01
3593,2007,11,02,2007-11-02,07Nov02
3594,2007,11,03,2007-11-03,07Nov03
3595,2007,11,04,2007-11-04,07Nov04
3596,2007,11,05,2007-11-05,07Nov05
3597,2007,11,06,2007-11-06,07Nov06
3598,2007,11,07,2007-11-07,07Nov07
3599,2007,11,08,2007-11-08,07Nov08
3600,2007,11,09,2007-11-09,07Nov09
3601,2007,11,10,2007-11-10,07Nov10
3602,2007,11,11,2007-11-11,07Nov11
3603,2007,11,12,2007-11-12,07Nov12
3604,2007,11,13,2007-11-13,07Nov13
3605,2007,11,14,2007-11-14,07Nov14
3606,2007,11,15,2007-11-15,07Nov15
3607,2007,11,16,2007-11-16,07Nov16
3608,2007,11,17,2007-11-17,07Nov17
3609,2007,11,18,2007-11-18,07Nov18
3610,2007,11,19,2007-11-19,07Nov19
3611,2007,11,20,2007-11-20,07Nov20
3612,2007,11,21,2007-11-21,07Nov21
3613,2007,11,22,2007-11-22,07Nov22
3614,2007,11,23,2007-11-23,07Nov23
3615,2007,11,24,2007-11-24,07Nov24
3616,2007,11,25,2007-11-25,07Nov25
3617,2007,11,26,2007-11-26,07Nov26
3618,2007,11,27,2007-11-27,07Nov27
3619,2007,11,28,2007-11-28,07Nov28
3620,2007,11,29,2007-11-29,07Nov29
3621,2007,11,30,2007-11-30,07Nov30
3622,2007,12,01,2007-12-01,07Dec01
3623,2007,12,02,2007-12-02,07Dec02
3624,2007,12,03,2007-12-03,07Dec03
3625,2007,12,04,2007-12-04,07Dec04
3626,2007,12,05,2007-12-05,07Dec05
3627,2007,12,06,2007-12-06,07Dec06
3628,2007,12,07,2007-12-07,07Dec07
3629,2007,12,08,2007-12-08,07Dec08
3630,2007,12,09,2007-12-09,07Dec09
3631,2007,12,10,2007-12-10,07Dec10
3632,2007,12,11,2007-12-11,07Dec11
3633,2007,12,12,2007-12-12,07Dec12
3634,2007,12,13,2007-12-13,07Dec13
3635,2007,12,14,2007-12-14,07Dec14
3636,2007,12,15,2007-12-15,07Dec15
3637,2007,12,16,2007-12-16,07Dec16
3638,2007,12,17,2007-12-17,07Dec17
3639,2007,12,18,2007-12-18,07Dec18
3640,2007,12,19,2007-12-19,07Dec19
3641,2007,12,20,2007-12-20,07Dec20
3642,2007,12,21,2007-12-21,07Dec21
3643,2007,12,22,2007-12-22,07Dec22
3644,2007,12,23,2007-12-23,07Dec23
3645,2007,12,24,2007-12-24,07Dec24
3646,2007,12,25,2007-12-25,07Dec25
3647,2007,12,26,2007-12-26,07Dec26
3648,2007,12,27,2007-12-27,07Dec27
3649,2007,12,28,2007-12-28,07Dec28
3650,2007,12,29,2007-12-29,07Dec29
3651,2007,12,30,2007-12-30,07Dec30
3652,2007,12,31,2007-12-31,07Dec31
3653,2008,01,01,2008-01-01,08Jan01
3654,2008,01,02,2008-01-02,08Jan02
3655,2008,01,03,2008-01-03,08Jan03
3656,2008,01,04,2008-01-04,08Jan04
3657,2008,01,05,2008-01-05,08Jan05
3658,2008,01,06,2008-01-06,08Jan06
3659,2008,01,07,2008-01-07,08Jan07
3660,2008,01,08,2008-01-08,08Jan08
3661,2008,01,09,2008-01-09,08Jan09
3662,2008,01,10,2008-01-10,08Jan10
3663,2008,01,11,2008-01-11,08Jan11
3664,2008,01,12,2008-01-12,08Jan12
3665,2008,01,13,2008-01-13,08Jan13
3666,2008,01,14,2008-01-14,08Jan14
3667,2008,01,15,2008-01-15,08Jan15
3668,2008,01,16,2008-01-16,08Jan16
3669,2008,01,17,2008-01-17,08Jan17
3670,2008,01,18,2008-01-18,08Jan18
3671,2008,01,19,2008-01-19,08Jan19
3672,2008,01,20,2008-01-20,08Jan20
3673,2008,01,21,2008-01-21,08Jan21
3674,2008,01,22,2008-01-22,08Jan22
3675,2008,01,23,2008-01-23,08Jan23
3676,2008,01,24,2008-01-24,08Jan24
3677,2008,01,25,2008-01-25,08Jan25
3678,2008,01,26,2008-01-26,08Jan26
3679,2008,01,27,2008-01-27,08Jan27
3680,2008,01,28,2008-01-28,08Jan28
3681,2008,01,29,2008-01-29,08Jan29
3682,2008,01,30,2008-01-30,08Jan30
3683,2008,01,31,2008-01-31,08Jan31
3684,2008,02,01,2008-02-01,08Feb01
3685,2008,02,02,2008-02-02,08Feb02
3686,2008,02,03,2008-02-03,08Feb03
3687,2008,02,04,2008-02-04,08Feb04
3688,2008,02,05,2008-02-05,08Feb05
3689,2008,02,06,2008-02-06,08Feb06
3690,2008,02,07,2008-02-07,08Feb07
3691,2008,02,08,2008-02-08,08Feb08
3692,2008,02,09,2008-02-09,08Feb09
3693,2008,02,10,2008-02-10,08Feb10
3694,2008,02,11,2008-02-11,08Feb11
3695,2008,02,12,2008-02-12,08Feb12
3696,2008,02,13,2008-02-13,08Feb13
3697,2008,02,14,2008-02-14,08Feb14
3698,2008,02,15,2008-02-15,08Feb15
3699,2008,02,16,2008-02-16,08Feb16
3700,2008,02,17,2008-02-17,08Feb17
3701,2008,02,18,2008-02-18,08Feb18
3702,2008,02,19,2008-02-19,08Feb19
3703,2008,02,20,2008-02-20,08Feb20
3704,2008,02,21,2008-02-21,08Feb21
3705,2008,02,22,2008-02-22,08Feb22
3706,2008,02,23,2008-02-23,08Feb23
3707,2008,02,24,2008-02-24,08Feb24
3708,2008,02,25,2008-02-25,08Feb25
3709,2008,02,26,2008-02-26,08Feb26
3710,2008,02,27,2008-02-27,08Feb27
3711,2008,02,28,2008-02-28,08Feb28
3712,2008,02,29,2008-02-29,08Feb29
3713,2008,03,01,2008-03-01,08Mar01
3714,2008,03,02,2008-03-02,08Mar02
3715,2008,03,03,2008-03-03,08Mar03
3716,2008,03,04,2008-03-04,08Mar04
3717,2008,03,05,2008-03-05,08Mar05
3718,2008,03,06,2008-03-06,08Mar06
3719,2008,03,07,2008-03-07,08Mar07
3720,2008,03,08,2008-03-08,08Mar08
3721,2008,03,09,2008-03-09,08Mar09
3722,2008,03,10,2008-03-10,08Mar10
3723,2008,03,11,2008-03-11,08Mar11
3724,2008,03,12,2008-03-12,08Mar12
3725,2008,03,13,2008-03-13,08Mar13
3726,2008,03,14,2008-03-14,08Mar14
3727,2008,03,15,2008-03-15,08Mar15
3728,2008,03,16,2008-03-16,08Mar16
3729,2008,03,17,2008-03-17,08Mar17
3730,2008,03,18,2008-03-18,08Mar18
3731,2008,03,19,2008-03-19,08Mar19
3732,2008,03,20,2008-03-20,08Mar20
3733,2008,03,21,2008-03-21,08Mar21
3734,2008,03,22,2008-03-22,08Mar22
3735,2008,03,23,2008-03-23,08Mar23
3736,2008,03,24,2008-03-24,08Mar24
3737,2008,03,25,2008-03-25,08Mar25
3738,2008,03,26,2008-03-26,08Mar26
3739,2008,03,27,2008-03-27,08Mar27
3740,2008,03,28,2008-03-28,08Mar28
3741,2008,03,29,2008-03-29,08Mar29
3742,2008,03,30,2008-03-30,08Mar30
3743,2008,03,31,2008-03-31,08Mar31
3744,2008,04,01,2008-04-01,08Apr01
3745,2008,04,02,2008-04-02,08Apr02
3746,2008,04,03,2008-04-03,08Apr03
3747,2008,04,04,2008-04-04,08Apr04
3748,2008,04,05,2008-04-05,08Apr05
3749,2008,04,06,2008-04-06,08Apr06
3750,2008,04,07,2008-04-07,08Apr07
3751,2008,04,08,2008-04-08,08Apr08
3752,2008,04,09,2008-04-09,08Apr09
3753,2008,04,10,2008-04-10,08Apr10
3754,2008,04,11,2008-04-11,08Apr11
3755,2008,04,12,2008-04-12,08Apr12
3756,2008,04,13,2008-04-13,08Apr13
3757,2008,04,14,2008-04-14,08Apr14
3758,2008,04,15,2008-04-15,08Apr15
3759,2008,04,16,2008-04-16,08Apr16
3760,2008,04,17,2008-04-17,08Apr17
3761,2008,04,18,2008-04-18,08Apr18
3762,2008,04,19,2008-04-19,08Apr19
3763,2008,04,20,2008-04-20,08Apr20
3764,2008,04,21,2008-04-21,08Apr21
3765,2008,04,22,2008-04-22,08Apr22
3766,2008,04,23,2008-04-23,08Apr23
3767,2008,04,24,2008-04-24,08Apr24
3768,2008,04,25,2008-04-25,08Apr25
3769,2008,04,26,2008-04-26,08Apr26
3770,2008,04,27,2008-04-27,08Apr27
3771,2008,04,28,2008-04-28,08Apr28
3772,2008,04,29,2008-04-29,08Apr29
3773,2008,04,30,2008-04-30,08Apr30
3774,2008,05,01,2008-05-01,08May01
3775,2008,05,02,2008-05-02,08May02
3776,2008,05,03,2008-05-03,08May03
3777,2008,05,04,2008-05-04,08May04
3778,2008,05,05,2008-05-05,08May05
3779,2008,05,06,2008-05-06,08May06
3780,2008,05,07,2008-05-07,08May07
3781,2008,05,08,2008-05-08,08May08
3782,2008,05,09,2008-05-09,08May09
3783,2008,05,10,2008-05-10,08May10
3784,2008,05,11,2008-05-11,08May11
3785,2008,05,12,2008-05-12,08May12
3786,2008,05,13,2008-05-13,08May13
3787,2008,05,14,2008-05-14,08May14
3788,2008,05,15,2008-05-15,08May15
3789,2008,05,16,2008-05-16,08May16
3790,2008,05,17,2008-05-17,08May17
3791,2008,05,18,2008-05-18,08May18
3792,2008,05,19,2008-05-19,08May19
3793,2008,05,20,2008-05-20,08May20
3794,2008,05,21,2008-05-21,08May21
3795,2008,05,22,2008-05-22,08May22
3796,2008,05,23,2008-05-23,08May23
3797,2008,05,24,2008-05-24,08May24
3798,2008,05,25,2008-05-25,08May25
3799,2008,05,26,2008-05-26,08May26
3800,2008,05,27,2008-05-27,08May27
3801,2008,05,28,2008-05-28,08May28
3802,2008,05,29,2008-05-29,08May29
3803,2008,05,30,2008-05-30,08May30
3804,2008,05,31,2008-05-31,08May31
3805,2008,06,01,2008-06-01,08Jun01
3806,2008,06,02,2008-06-02,08Jun02
3807,2008,06,03,2008-06-03,08Jun03
3808,2008,06,04,2008-06-04,08Jun04
3809,2008,06,05,2008-06-05,08Jun05
3810,2008,06,06,2008-06-06,08Jun06
3811,2008,06,07,2008-06-07,08Jun07
3812,2008,06,08,2008-06-08,08Jun08
3813,2008,06,09,2008-06-09,08Jun09
3814,2008,06,10,2008-06-10,08Jun10
3815,2008,06,11,2008-06-11,08Jun11
3816,2008,06,12,2008-06-12,08Jun12
3817,2008,06,13,2008-06-13,08Jun13
3818,2008,06,14,2008-06-14,08Jun14
3819,2008,06,15,2008-06-15,08Jun15
3820,2008,06,16,2008-06-16,08Jun16
3821,2008,06,17,2008-06-17,08Jun17
3822,2008,06,18,2008-06-18,08Jun18
3823,2008,06,19,2008-06-19,08Jun19
3824,2008,06,20,2008-06-20,08Jun20
3825,2008,06,21,2008-06-21,08Jun21
3826,2008,06,22,2008-06-22,08Jun22
3827,2008,06,23,2008-06-23,08Jun23
3828,2008,06,24,2008-06-24,08Jun24
3829,2008,06,25,2008-06-25,08Jun25
3830,2008,06,26,2008-06-26,08Jun26
3831,2008,06,27,2008-06-27,08Jun27
3832,2008,06,28,2008-06-28,08Jun28
3833,2008,06,29,2008-06-29,08Jun29
3834,2008,06,30,2008-06-30,08Jun30
3835,2008,07,01,2008-07-01,08Jul01
3836,2008,07,02,2008-07-02,08Jul02
3837,2008,07,03,2008-07-03,08Jul03
3838,2008,07,04,2008-07-04,08Jul04
3839,2008,07,05,2008-07-05,08Jul05
3840,2008,07,06,2008-07-06,08Jul06
3841,2008,07,07,2008-07-07,08Jul07
3842,2008,07,08,2008-07-08,08Jul08
3843,2008,07,09,2008-07-09,08Jul09
3844,2008,07,10,2008-07-10,08Jul10
3845,2008,07,11,2008-07-11,08Jul11
3846,2008,07,12,2008-07-12,08Jul12
3847,2008,07,13,2008-07-13,08Jul13
3848,2008,07,14,2008-07-14,08Jul14
3849,2008,07,15,2008-07-15,08Jul15
3850,2008,07,16,2008-07-16,08Jul16
3851,2008,07,17,2008-07-17,08Jul17
3852,2008,07,18,2008-07-18,08Jul18
3853,2008,07,19,2008-07-19,08Jul19
3854,2008,07,20,2008-07-20,08Jul20
3855,2008,07,21,2008-07-21,08Jul21
3856,2008,07,22,2008-07-22,08Jul22
3857,2008,07,23,2008-07-23,08Jul23
3858,2008,07,24,2008-07-24,08Jul24
3859,2008,07,25,2008-07-25,08Jul25
3860,2008,07,26,2008-07-26,08Jul26
3861,2008,07,27,2008-07-27,08Jul27
3862,2008,07,28,2008-07-28,08Jul28
3863,2008,07,29,2008-07-29,08Jul29
3864,2008,07,30,2008-07-30,08Jul30
3865,2008,07,31,2008-07-31,08Jul31
3866,2008,08,01,2008-08-01,08Aug01
3867,2008,08,02,2008-08-02,08Aug02
3868,2008,08,03,2008-08-03,08Aug03
3869,2008,08,04,2008-08-04,08Aug04
3870,2008,08,05,2008-08-05,08Aug05
3871,2008,08,06,2008-08-06,08Aug06
3872,2008,08,07,2008-08-07,08Aug07
3873,2008,08,08,2008-08-08,08Aug08
3874,2008,08,09,2008-08-09,08Aug09
3875,2008,08,10,2008-08-10,08Aug10
3876,2008,08,11,2008-08-11,08Aug11
3877,2008,08,12,2008-08-12,08Aug12
3878,2008,08,13,2008-08-13,08Aug13
3879,2008,08,14,2008-08-14,08Aug14
3880,2008,08,15,2008-08-15,08Aug15
3881,2008,08,16,2008-08-16,08Aug16
