average_rtt,2010,01,01,313710
average_rtt,2010,01,02,308014
average_rtt,2010,01,03,313479
average_rtt,2010,01,04,317191
average_rtt,2010,01,05,325322
average_rtt,2010,01,06,322069
average_rtt,2010,01,07,321221
average_rtt,2010,01,08,330698
average_rtt,2010,01,09,311354
average_rtt,2010,01,10,312072
average_rtt,2010,01,11,334967
average_rtt,2010,01,12,337063
average_rtt,2010,01,13,340037
average_rtt,2010,01,14,329680
average_rtt,2010,01,15,319148
average_rtt,2010,01,16,308008
average_rtt,2010,01,17,306730
average_rtt,2010,01,18,308962
average_rtt,2010,01,19,0
average_rtt,2010,01,20,0
average_rtt,2010,01,21,221240
average_rtt,2010,01,22,286374
average_rtt,2010,01,23,285836
average_rtt,2010,01,24,280465
average_rtt,2010,01,25,291548
average_rtt,2010,01,26,302884
average_rtt,2010,01,27,310964
average_rtt,2010,01,28,295974
average_rtt,2010,01,29,303934
average_rtt,2010,01,30,300722
average_rtt,2010,01,31,297134
average_rtt,2010,01,01,313710
average_rtt,2010,01,02,308014
average_rtt,2010,01,03,313479
average_rtt,2010,01,04,317191
average_rtt,2010,01,05,325322
average_rtt,2010,01,06,322069
average_rtt,2010,01,07,321221
average_rtt,2010,01,08,330698
average_rtt,2010,01,09,311354
average_rtt,2010,01,10,312072
average_rtt,2010,01,11,334967
average_rtt,2010,01,12,337063
average_rtt,2010,01,13,340037
average_rtt,2010,01,14,329680
average_rtt,2010,01,15,319148
average_rtt,2010,01,16,308008
average_rtt,2010,01,17,306730
average_rtt,2010,01,18,308962
average_rtt,2010,01,19,0
average_rtt,2010,01,20,0
average_rtt,2010,01,21,221240
average_rtt,2010,01,22,286374
average_rtt,2010,01,23,285836
average_rtt,2010,01,24,280465
average_rtt,2010,01,25,291548
average_rtt,2010,01,26,302884
average_rtt,2010,01,27,310964
average_rtt,2010,01,28,295974
average_rtt,2010,01,29,303934
average_rtt,2010,01,30,300722
average_rtt,2010,01,31,297134
average_rtt,2010,01,01,313710
average_rtt,2010,01,01,313710
average_rtt,2010,01,01,313710
average_rtt,2010,01,01,313710
average_rtt,2010,01,01,313710
average_rtt,2010,01,02,308014
average_rtt,2010,01,03,313479
average_rtt,2010,01,04,317191
average_rtt,2010,01,05,325322
average_rtt,2010,01,06,322069
average_rtt,2010,01,07,321221
average_rtt,2010,01,08,330698
average_rtt,2010,01,09,311354
average_rtt,2010,01,10,312072
average_rtt,2010,01,11,334967
average_rtt,2010,01,12,337063
average_rtt,2010,01,13,340037
average_rtt,2010,01,14,329680
average_rtt,2010,01,15,319148
average_rtt,2010,01,16,308008
average_rtt,2010,01,17,306730
average_rtt,2010,01,18,308962
average_rtt,2010,01,19,0
average_rtt,2010,01,20,0
